Product Description,Product Category
"Citra Led Night Light Lamp Hut Shape Plug and Play - Assorted Colours Product Features​1.Mini LED light Switch controlled night lamp, it will run When switched on Convenient and safe for kids.2.Perfect nightlights for family especially the little ones extra light needs, such as hallway, bedroom, toilet and floor, no longer to worry about their fall due to light problems.3.Cute HUT shaped light, children's favorite friend. It's best choice for kids night lighting, as well as pretty room decoration.Instructions For Use1.After plug in the power,LED night light light up.,superenergy saving,two years consumption of 1kw.​​2.This product is suitable for use in the living room,bedroom,study,restroom,aisle and other home furnishing places.",Home Appliances
Concept of Physics (2018-2019) Session (Set of 2 Volume),Books
HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.,Office Supplies
"Casa Decor Flower Filigree Ceramic Cupboard Cabinet Door Knobs (Cream, Standard) Pack of 6 Our unique knobs collection can be used for updating the furniture or refurbishing a kitchen cabinet. This knobs are mostly hand painted. We offer pantone color variations, prints & transfers and bespoke paint patterns. We have showcased a small selection of the knobs that have been done in the past. These ceramic are knobs are glazed & baked to specific temperatures to experience truer colors. They are produced in various shapes & sizing with vibrant color patterns.So, buy knobs online today and give a perfect look to your furniture.",Furniture
"Logitech Wireless mk270r Keyboard and Mouse Set Logitech Wireless mk270r Keyboard and Mouse Set  Wireless Mouse, long battery life Does messy wires and cluttered work desk hampers your productivity? Then you must checkout Logitech wireless mouse and keyboard combo and enhance your efficiency at work. It is an easy to use and reliable plug-in mouse that can adjust in your workspace comfortably. You can even keep it 10 meters away and you will not experience any drop outs. Hence, you can simply take the mouse where your PC goes. The countered shaped mouse is designed with 2.4GHz wireless technology, resulting in fast data transmission and no delay in displaying results on the screen. Importantly, the mouse comes with an extremely long 12 month battery life, so that nothing comes between you and your work. Full Sized Keyboard and Compatibility  Apart from the performance-packed mouse, you will also get a full sized keyboard for an enhanced typing experience. The ergonomically designed keyboard gives you a responsive typing experience, leading to fewer mistakes. Also, the keyboard comes with 36 month of battery life. On the other hand, the wireless mouse and keyboard is easily compatible with almost every operating system including Windows, Max, Chrome and Linux based systems as well. Also, you don’t need to worry about lost receivers; you can just plug it in USB port and carry on with your everyday chores. The Logitech Wireless mk270r Keyboard and Mouse Set comes with 3-year manufacturer warranty from the date of purchase.",Electronics
Chiropractic Technique: Principles and Procedures,Books
"Diagnostic and Statistical Manual of Mental Disorders (DSM-5 (R)) From the Inside Flap This new edition of the American Psychiatric Association's Diagnostic and Statistical Manual of Mental Disorders (DSM-5®), used by clinicians and researchers to diagnose and classify mental disorders, is the product of more than 10 years of effort by hundreds of international experts in all aspects of mental health. Their dedication and hard work have yielded an authoritative volume that defines and classifies mental disorders in order to improve diagnoses, treatment, and research. This manual, which creates a common language for clinicians involved in the diagnosis of mental disorders, includes concise and specific criteria intended to facilitate an objective assessment of symptom presentations in a variety of clinical settings -- inpatient, outpatient, partial hospital, consultation-liaison, clinical, private practice, and primary care. The Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, is the most comprehensive, current, and critical resource for clinical practice available to today's mental health clinicians and researchers of all orientations. The information contained in the manual is also valuable to other physicians and health professionals, including psychologists, counselors, nurses, and occupational and rehabilitation therapists, as well as social workers and forensic and legal specialists. DSM-5® is the most definitive resource for the diagnosis and classification of mental disorders.",Books
Complete NEET Guide: Physics,Books
"RajasthaniKart Maherab 6 Piece 144 TC Cotton Diwan Set - Red Color Name:Red   RajasthaniKart Maherab 6 piece 144 TC cotton diwan set RajasthaniKart presents you a unique collection of traditional and Ethnic Sanganeri print dewaan set. About RajasthaniKart: RajasthaniKart is a premium brand for traditional and floral themed home furnishing products. We specialize in world famous hand block, bagru and other Rajasthani prints. We are the manufacturer, whole seller, retailer and exporter of bed sheets, diwan sets, cushion covers and other home furnishing items based out of Jaipur, Rajasthan. We provide a fine fusion of both comfort and design with our vibrant and ethnic product range. We thoroughly test each item and reply on feedback from our customers to help us deliver the highest quality. Features: This diwan sheet is soft and smooth to the touch World Famous Rajasthani Prints for an elegant living room. Gives graceful and modern look to any diwan. 100 percent color fastness. Fade resistant. These sheets are made of high strength 100 percent cotton yarn. Care Instructions: Machine wash in cold water, tumble dry on low heat and do not bleach, dry clean or iron. Check out all of our RajasthaniKart products, including bedsheets, doormat, pillow covers, diwan sets, cushions covers, blankets, dohars, kurtis, saree covers, table covers, sofa covers.",Home Appliances
"Camabeds Meaz Studio Collection Desk / Study / Computer Table 4' x 2' (Brown) Maez is a contemporary multi-purpose table made of elegant and sturdy metal support and high density laminated engineered wood. Adds on a great value and style to every home as a study and work desk, dining or kitchen table. Product requires self-assembly.",Furniture
"GosFrid Mighty Shears Katar 10 in 1 Mighty Shears With Nut Cracker Multipurpose Stainless Steel Features : 1.Multi Purpode Shears. 2. Ergonomic Comfort grip Handle. 3. Serrated Blade. 4. Detachable - Easy To Clean. 5. Dishwasher Safe. 6. Lightweight And Easy To Store. Great For : 1. Home , Office, Garden , Camping & more! 2. Cutting Fabir , Wire , herbs , thread, paper, blister packs, credit cards, twigs, chicken bones, cardboard, rope, meat, vegetables.",Office Supplies
